scenario,seed,method,reference,name,num_users,num_tx_antennas,snr_db,p_max,channel,pathloss_db_low,pathloss_db_high,notes,noise_var,load_ratio,mean_wsr,std_wsr,p10_wsr,p50_wsr,p90_wsr,runtime_ms_per_sample,reference_mean_wsr,gap_to_reference,relative_wsr_percent,mean_user_rate,mean_min_user_rate,mean_jain_fairness,mean_power,power_utilization,power_violation_ratio,user_rate_outage_ratio,sample_min_rate_outage_ratio,win_rate_vs_reference,mean_abs_wsr_gap,p90_abs_wsr_gap
pathloss_shift_snr10,0,RZF,WMMSE-ref-3,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,1.0930778086185455,0.3556910948483311,0.7097251892089844,0.9884446859359741,1.5137330532073974,0.02587839844636619,5.52029550075531,0.8019892579176267,19.80107420823733,0.27326945403183345,0.04867107892641798,0.6648303595416811,1.0,1.0,0.375,1.0,1.0,0.0,4.427217483520508,5.863588809967041
pathloss_shift_snr10,0,WMMSE-1,WMMSE-ref-3,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,4.669797301292419,1.009737137580907,3.5628482818603517,4.969568967819214,5.5839225292205805,0.4750312655232847,5.52029550075531,0.15406751311528918,84.59324868847108,1.1674493292230181,0.09595702472142875,0.6694901248045388,1.0,1.0,0.0,0.4375,1.0,0.0,0.8504981994628906,1.541132926940918
pathloss_shift_snr10,0,WMMSE-2,WMMSE-ref-3,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,5.335722863674164,1.2622619766166387,3.935439205169678,5.371902942657471,6.827195692062378,0.9170630073640496,5.52029550075531,0.033435282052544514,96.65647179474554,1.3339307099904545,0.02382387271063635,0.6309751674279883,1.0,1.0,0.0,0.375,1.0,0.0,0.18457263708114624,0.3762624263763428
pathloss_shift_snr10,0,WMMSE-ref-3,WMMSE-ref-3,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,5.52029550075531,1.31759933324465,4.026364660263062,5.497005939483643,7.039452266693115,1.3691742497030646,5.52029550075531,0.0,100.0,1.3800738745455874,0.007186128513239964,0.6132968203258236,1.0,1.0,0.0,0.375,1.0,0.0,0.0,0.0
pathloss_shift_snr20,0,MRT,WMMSE-ref-3,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,4.874593794345856,1.194561457281752,3.889971685409546,4.574466943740845,6.084467792510986,0.010361371096223593,11.670623064041138,0.5823193185490518,41.76806814509482,1.2186484541743994,0.9154210612177849,0.9373412598160803,1.0,1.0,0.0,0.375,0.75,0.0,6.796029567718506,9.284753799438477
pathloss_shift_snr20,0,ZF,WMMSE-ref-3,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,1.481611993163824,0.6238607956944157,0.764399328827858,1.4391291737556458,2.274080681800842,0.04548337892629206,11.670623064041138,0.8730477383226537,12.695226167734635,0.37040299859654624,0.054648706514853984,0.6048660297849815,1.0,1.0,0.0,0.90625,1.0,0.0,10.189010620117188,12.159220695495605
pathloss_shift_snr20,0,RZF,WMMSE-ref-3,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,1.6397776007652283,0.6642851879708064,0.8804273843765259,1.6453258395195007,2.4076410293579102,0.028338487027212977,11.670623064041138,0.8594952821484212,14.050471785157882,0.4099444031016901,0.06795482011511922,0.6232826067049261,1.0,1.0,0.0,0.9375,1.0,0.0,10.030845642089844,12.065319061279297
pathloss_shift_snr20,0,WMMSE-1,WMMSE-ref-3,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,8.186837255954742,1.1481556615684425,7.005288553237915,8.161486148834229,9.6131441116333,0.469223246909678,11.670623064041138,0.29850898182295327,70.14910181770468,2.046709277667105,0.5652786903083324,0.7778012796094063,0.9999998807907104,0.9999998807907104,0.0,0.21875,0.75,0.0,3.483785629272461,6.249997615814209
pathloss_shift_snr20,0,WMMSE-2,WMMSE-ref-3,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,10.272926449775696,1.4507313086668778,8.477711963653565,10.919729709625244,11.790049934387207,0.9169993863906711,11.670623064041138,0.11976195329038991,88.02380467096101,2.56823160557542,0.5509226196445525,0.7560212634587855,0.9999999403953552,0.9999999403953552,0.0,0.1875,0.75,0.0,1.397696614265442,3.1218039989471436
pathloss_shift_snr20,0,WMMSE-ref-3,WMMSE-ref-3,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,11.670623064041138,1.9375543859785558,9.191882419586182,12.126684188842773,13.618813323974608,1.3809104857500643,11.670623064041138,0.0,100.0,2.917655791051402,0.3648355859804724,0.7524456437281561,0.9999998211860657,0.9999998211860657,0.0,0.21875,0.875,0.0,0.0,0.0
