step,loss,mse_loss,train_mlp_mean_wsr,train_wmmse_mean_wsr,train_gap_to_wmmse,grad_norm,eval_mlp_mean_wsr,eval_wmmse_mean_wsr,eval_gap_to_wmmse,eval_relative_wsr_percent,eval_mean_power,eval_power_utilization,eval_power_violation_ratio,eval_mean_wsr,eval_std_wsr,eval_p10_wsr,eval_p50_wsr,eval_p90_wsr,eval_mean_user_rate,eval_mean_min_user_rate,eval_mean_jain_fairness,eval_gap_to_reference,eval_mean_abs_wsr_gap,eval_p90_abs_wsr_gap,eval_win_rate_vs_reference
1600,-0.3502546548843384,0.0234071034938097,3.7366175651550293,5.518877983093262,0.3229389059511872,0.0560982821955508,,,,,,,,,,,,,,,,,,,
1700,-0.34997811913490295,0.023319758474826813,3.732978582382202,5.491965293884277,0.3202836539154465,0.05508040249104017,,,,,,,,,,,,,,,,,,,
1800,-0.3526473045349121,0.02323155663907528,3.758788585662842,5.488837718963623,0.3151940760288029,0.04894825907083052,,,,,,,,,,,,,,,,,,,
1900,-0.35677841305732727,0.023878399282693863,3.806567907333374,5.535543441772461,0.31234070378562057,0.052152072055372214,,,,,,,,,,,,,,,,,,,
2000,-0.35019904375076294,0.024343209341168404,3.745422601699829,5.565204620361328,0.3269928318544642,0.05127724407855027,3.745593786239624,5.52590274810791,0.322175225120976,67.7824774879024,1.0,1.0,0.16259765625,3.745593768078834,0.6496746304787107,2.9394684791564942,3.714866280555725,4.599839115142823,0.9363984424500131,0.4182325011793182,0.8107237659795257,0.322175225120976,1.7803090810775757,2.4355263710021973,0.0
2100,-0.3538356125354767,0.023510869592428207,3.7734646797180176,5.535428524017334,0.3183066742989163,0.05192922769907233,,,,,,,,,,,,,,,,,,,
2200,-0.3451012074947357,0.024745579808950424,3.69846773147583,5.459835529327393,0.3226045525346711,0.04948631465973797,,,,,,,,,,,,,,,,,,,
2300,-0.35888317227363586,0.023255864158272743,3.821390151977539,5.569366931915283,0.3138555604804839,0.051832868155869974,,,,,,,,,,,,,,,,,,,
2400,-0.34520113468170166,0.024012183770537376,3.6921331882476807,5.407600402832031,0.3172326146151513,0.048503699322978606,,,,,,,,,,,,,,,,,,,
2500,-0.348133385181427,0.023769561201334,3.719029426574707,5.482970237731934,0.32171263652288073,0.04995377716366214,3.752322196960449,5.5209197998046875,0.32034473728576995,67.965526271423,1.0,1.0,0.150390625,3.7523220637231134,0.6519574034696166,2.9544275283813475,3.715638279914856,4.608579921722412,0.9380805161043781,0.4254736355392197,0.814609656484037,0.32034473728576995,1.7685972452163696,2.402089834213257,0.0
2600,-0.35160136222839355,0.024065207690000534,3.7566654682159424,5.562979698181152,0.32470264641731383,0.04938371485706954,,,,,,,,,,,,,,,,,,,
2700,-0.35137540102005005,0.023235365748405457,3.746107578277588,5.558721542358398,0.32608468516877226,0.05141421658468414,,,,,,,,,,,,,,,,,,,
2800,-0.35395267605781555,0.023468179628252983,3.7742083072662354,5.529393196105957,0.3174281203362062,0.047579519029941626,,,,,,,,,,,,,,,,,,,
2900,-0.3518787622451782,0.024360619485378265,3.7623939514160156,5.602626323699951,0.32845888088225267,0.04805762206846865,,,,,,,,,,,,,,,,,,,
3000,-0.34785592555999756,0.023749545216560364,3.716054677963257,5.482524871826172,0.322200124059724,0.04816225808023992,3.7406678199768066,5.503878593444824,0.32035786101241764,67.96421389875823,1.0,1.0,0.1572265625,3.740667618694715,0.6614139201855741,2.928014850616455,3.67665433883667,4.598448371887207,0.9351669044276605,0.41841392712194647,0.8173295689698309,0.32035786101241764,1.7632107734680176,2.4268553256988525,0.0
3100,-0.35386601090431213,0.0236485805362463,3.775146007537842,5.566905975341797,0.3218592115154136,0.05011446507850596,,,,,,,,,,,,,,,,,,,
3200,-0.3548773229122162,0.02339371293783188,3.782710313796997,5.52614688873291,0.3154886415506891,0.048845337668816824,,,,,,,,,,,,,,,,,,,
3300,-0.35996758937835693,0.02304733358323574,3.8301491737365723,5.581830978393555,0.3138184963746635,0.050630912844265324,,,,,,,,,,,,,,,,,,,
3400,-0.35266080498695374,0.023729342967271805,3.763901472091675,5.501650810241699,0.31585962070058776,0.046954887907789455,,,,,,,,,,,,,,,,,,,
3500,-0.3593805432319641,0.023412231355905533,3.827927589416504,5.622220993041992,0.31914316528042724,0.04667429157819796,3.7315330505371094,5.488687515258789,0.32014110109870786,67.98588989012922,1.0,1.0,0.16943359375,3.73153300548438,0.6483481764166629,2.92015335559845,3.7078899145126343,4.585091400146484,0.9328832520576498,0.4236398707794251,0.8159960690759651,0.32014110109870786,1.7571542263031006,2.415506601333618,0.0
3600,-0.34726929664611816,0.023603543639183044,3.708728551864624,5.481633186340332,0.3234263538271048,0.0457859413744331,,,,,,,,,,,,,,,,,,,
3700,-0.3555202782154083,0.023948758840560913,3.7946903705596924,5.540581703186035,0.31510975311895356,0.050012162453589894,,,,,,,,,,,,,,,,,,,
3800,-0.3522293269634247,0.02338171750307083,3.756110191345215,5.466822147369385,0.31292621378717406,0.04861922901146048,,,,,,,,,,,,,,,,,,,
3900,-0.35043397545814514,0.02371060848236084,3.741445779800415,5.503143310546875,0.3201256865998991,0.045549881744682635,,,,,,,,,,,,,,,,,,,
4000,-0.35922980308532715,0.023134460672736168,3.8236427307128906,5.553988456726074,0.31155011204923816,0.04678979986129101,3.743842840194702,5.493514537811279,0.31849769133653366,68.15023086634663,1.0,1.0,0.19091796875,3.7438429029425606,0.6635060569900882,2.94143009185791,3.6740766763687134,4.618901205062866,0.9359607252139313,0.4126111715791012,0.8108896190303407,0.31849769133653366,1.749671459197998,2.410097360610962,0.0
4100,-0.3515399992465973,0.023852402344346046,3.7539238929748535,5.488848686218262,0.3160817308736464,0.04770273433973462,,,,,,,,,,,,,,,,,,,
4200,-0.3490740954875946,0.02398356795310974,3.730576515197754,5.462664604187012,0.31707750969401466,0.04490144973229038,,,,,,,,,,,,,,,,,,,
4300,-0.353367418050766,0.023296089842915535,3.766634941101074,5.454295635223389,0.3094186320271204,0.04569398148029599,,,,,,,,,,,,,,,,,,,
4400,-0.3480013906955719,0.024085383862257004,3.72086763381958,5.432537078857422,0.31507736076011145,0.044088805454523386,,,,,,,,,,,,,,,,,,,
4500,-0.3557828664779663,0.02312777005136013,3.7891063690185547,5.539065361022949,0.31593037415994923,0.0444059573792158,3.784071445465088,5.51865291595459,0.3143124775023947,68.56875224976054,1.0,1.0,0.19140625,3.7840713462792337,0.6614606267006445,2.984979343414307,3.723261833190918,4.665352153778076,0.9460178362535316,0.4249870914945859,0.8109418667140732,0.3143124775023947,1.7345813512802124,2.395749807357788,0.0
4600,-0.3562085032463074,0.02329852245748043,3.795070171356201,5.517890930175781,0.31222450400350643,0.046572696753748775,,,,,,,,,,,,,,,,,,,
4700,-0.3635126054286957,0.02274136058986187,3.862539529800415,5.604900360107422,0.31086383670763656,0.04823859118486492,,,,,,,,,,,,,,,,,,,
4800,-0.3609314560890198,0.022343643009662628,3.8327507972717285,5.555733680725098,0.31012697556598806,0.04595900485041627,,,,,,,,,,,,,,,,,,,
4900,-0.3507938086986542,0.0238198172301054,3.74613618850708,5.491628646850586,0.31784604724584475,0.04627263927161312,,,,,,,,,,,,,,,,,,,
5000,-0.3521844148635864,0.022940903902053833,3.751253128051758,5.442867279052734,0.31079467204928457,0.046782243065225944,3.796565532684326,5.501909255981445,0.3099548981915943,69.00451018084057,1.0,1.0,0.16748046875,3.796565665048547,0.6712162152523214,2.9827715635299685,3.742652177810669,4.6739856719970705,0.9491414164971843,0.4235184578881217,0.809672202425027,0.3099548981915943,1.70534348487854,2.341524124145508,0.0
