step,loss,train_unfolded_mean_wsr,grad_norm,eta_min,eta_mean,eta_max,train_layer_1_wsr,train_layer_2_wsr,train_layer_3_wsr,train_layer_4_wsr,train_layer_5_wsr,eval_unfolded_mean_wsr,eval_wmmse_mean_wsr,eval_rzf_mean_wsr,eval_gap_to_wmmse,eval_relative_wsr_percent,eval_mean_power,eval_power_utilization,eval_power_violation_ratio,eval_mean_wsr,eval_std_wsr,eval_p10_wsr,eval_p50_wsr,eval_p90_wsr,eval_mean_user_rate,eval_mean_min_user_rate,eval_mean_jain_fairness,eval_gap_to_reference,eval_mean_abs_wsr_gap,eval_p90_abs_wsr_gap,eval_win_rate_vs_reference,eval_layer_1_wsr,eval_layer_1_relative_percent,eval_layer_2_wsr,eval_layer_2_relative_percent,eval_layer_3_wsr,eval_layer_3_relative_percent,eval_layer_4_wsr,eval_layer_4_relative_percent,eval_layer_5_wsr,eval_layer_5_relative_percent
1000,-4.8537421226501465,5.805694580078125,0.42435180375943005,0.042604975402355194,0.060669898986816406,0.06678175926208496,2.8747286796569824,4.572129249572754,5.34397029876709,5.672185897827148,5.805694580078125,5.826101303100586,6.101363658905029,1.284463882446289,0.04511489089864262,95.48851091013574,1.0,1.0,0.1435546875,5.826101166661829,0.7058268860789852,4.91511902809143,5.826531410217285,6.7095798492431635,1.4565252912309123,0.5009199522079162,0.7960803542520377,0.04511489089864262,0.27537375688552856,0.6354629397392273,0.00048828125,3.02244234085083,49.53716103185443,4.672066688537598,76.57413899134906,5.39505672454834,88.42378566755607,5.697050094604492,93.3733901648292,5.826101303100586,95.48851091013574
1100,-4.902878761291504,5.808813095092773,0.41902056820625766,0.040310245007276535,0.061818912625312805,0.06903108209371567,3.03277850151062,4.648521900177002,5.352827548980713,5.671451091766357,5.808813095092773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,-4.990535259246826,5.868039131164551,0.41258154843280165,0.038039371371269226,0.06299980729818344,0.07128535211086273,3.1131057739257812,4.781783103942871,5.451483726501465,5.7382636070251465,5.868039131164551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,-4.944484710693359,5.800045013427734,0.4015182248061172,0.036085423082113266,0.06419774889945984,0.07350080460309982,3.1257143020629883,4.75144100189209,5.376659393310547,5.6685638427734375,5.800045013427734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,-5.0294508934021,5.833534240722656,0.3793581794202379,0.03450606390833855,0.06537030637264252,0.07559207826852798,3.2851133346557617,4.867862701416016,5.453896522521973,5.706847667694092,5.833534240722656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,-5.013599395751953,5.834815502166748,0.3954804776011616,0.03351708874106407,0.06654740124940872,0.07760249823331833,3.227959632873535,4.845846176147461,5.4570393562316895,5.702335357666016,5.834815502166748,5.837412357330322,6.088348865509033,1.2490754127502441,0.041215855681379504,95.87841443186205,0.9999480247497559,0.9999480247497559,0.140625,5.837412515189499,0.6966331699457622,4.971481847763061,5.8337507247924805,6.722177028656006,1.4593531251268788,0.4939436982208354,0.7978899719980004,0.041215855681379504,0.25093621015548706,0.6061481237411499,0.0,3.216135025024414,52.824420808801996,4.849160194396973,79.64655609450766,5.449533462524414,89.50757558254328,5.7091217041015625,93.77126426582055,5.837412357330322,95.87841443186205
1600,-5.088542461395264,5.873362064361572,0.3697536162379468,0.03292543441057205,0.06767943501472473,0.07938464730978012,3.346522808074951,4.971664905548096,5.498900413513184,5.752261638641357,5.873362064361572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,-5.034867286682129,5.825564384460449,0.3806217136773615,0.032620880752801895,0.06877478957176208,0.08096623420715332,3.2947287559509277,4.899421691894531,5.455399513244629,5.69921875,5.825564384460449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,-5.090569972991943,5.824281692504883,0.3554768404197147,0.03262646868824959,0.06983649730682373,0.08237900584936142,3.4368433952331543,4.9850945472717285,5.495451927185059,5.711175918579102,5.824281692504883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,-5.136209011077881,5.865724563598633,0.36900807579373085,0.03274380788207054,0.07086209952831268,0.08380049467086792,3.4671854972839355,5.046910285949707,5.5469136238098145,5.754312992095947,5.865724563598633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,-5.192300319671631,5.902013778686523,0.3445811843151593,0.032881878316402435,0.07187311351299286,0.08609629422426224,3.545187473297119,5.118546485900879,5.59666109085083,5.799091339111328,5.902013778686523,5.887078285217285,6.115097999572754,1.266240119934082,0.037287990212323645,96.27120097876764,1.0,1.0,0.1533203125,5.887078183353879,0.6679458350998444,5.002814102172851,5.891961574554443,6.731794166564941,1.471769546129597,0.49978526921792477,0.7960497380091109,0.037287990212323645,0.22801966965198517,0.5283025503158569,0.0,3.5193960666656494,57.55257016177894,5.082210540771484,83.10922476020114,5.5708441734313965,91.09983476668104,5.780071258544922,94.52131852913494,5.887078285217285,96.27120097876764
2100,-5.122659206390381,5.815951347351074,0.3405408943527994,0.03299995884299278,0.07290033996105194,0.08844253420829773,3.5483999252319336,5.0236992835998535,5.517524242401123,5.707718849182129,5.815951347351074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,-5.181420803070068,5.840145111083984,0.3384428418020585,0.033033039420843124,0.0739174410700798,0.09083006531000137,3.623624324798584,5.1322431564331055,5.560335159301758,5.750757217407227,5.840145111083984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,-5.237816333770752,5.910566329956055,0.326702075315644,0.03309113532304764,0.07491311430931091,0.09326119720935822,3.6658506393432617,5.159153938293457,5.635363578796387,5.818146705627441,5.910566329956055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,-5.280638694763184,5.905761241912842,0.3173197052644558,0.033076994121074677,0.07592742890119553,0.09574157744646072,3.793788194656372,5.228848457336426,5.649396896362305,5.825397491455078,5.905761241912842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,-5.277967929840088,5.909603118896484,0.30633246372285916,0.03286794573068619,0.07691580802202225,0.0982632115483284,3.7715439796447754,5.214004039764404,5.6586713790893555,5.836016654968262,5.909603118896484,5.892773628234863,6.114831924438477,1.3051716089248657,0.0363147015237062,96.36852984762938,0.9999693632125854,0.9999693632125854,0.13720703125,5.8927739560604095,0.6853397983656113,5.023672437667847,5.907357454299927,6.761106395721436,1.4731934893861272,0.47512107299602024,0.7915220142424579,0.0363147015237062,0.22205767035484314,0.49485209584236145,0.0,3.812494993209839,62.348320286169425,5.227137565612793,85.48293117791295,5.643692970275879,92.29514465835686,5.822960376739502,95.22682632481714,5.892773628234863,96.36852984762938
2600,-5.320364475250244,5.921916961669922,0.3048805334481315,0.032724443823099136,0.07791975140571594,0.10084572434425354,3.8617284297943115,5.2798004150390625,5.675208568572998,5.863166332244873,5.921916961669922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,-5.29727840423584,5.912736892700195,0.30489902001164315,0.032638926059007645,0.07891801744699478,0.10347969830036163,3.8366801738739014,5.2171149253845215,5.673929214477539,5.845929145812988,5.912736892700195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,-5.31121826171875,5.862612724304199,0.2849567839206704,0.0324314646422863,0.07987072318792343,0.10616413503885269,3.9841721057891846,5.250309944152832,5.647770404815674,5.811227798461914,5.862612724304199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,-5.307041168212891,5.8563127517700195,0.28053399179909244,0.03241583704948425,0.08083900064229965,0.10890927165746689,4.0029377937316895,5.241306304931641,5.6299147605896,5.8047332763671875,5.8563127517700195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,-5.303104877471924,5.856594085693359,0.28007638630134457,0.03235078603029251,0.08177602291107178,0.11171673983335495,3.9845097064971924,5.23648738861084,5.637788772583008,5.800144195556641,5.856594085693359,5.877771854400635,6.098419189453125,1.263229489326477,0.036181070568925056,96.38189294310749,0.9998612999916077,0.9998612999916077,0.14208984375,5.877772003761493,0.6770716874226232,5.018077754974366,5.893929719924927,6.740154027938843,1.4694430017141396,0.4779981748624764,0.794730033973218,0.036181070568925056,0.22069360315799713,0.5040014982223511,0.0009765625,3.975541353225708,65.18970293319921,5.2509331703186035,86.1031852221605,5.661581039428711,92.83686253021273,5.826345920562744,95.53862631547342,5.877771854400635,96.38189294310749
3100,-5.388649940490723,5.911749839782715,0.26837410143740453,0.03227539733052254,0.08267792314291,0.11458223313093185,4.119588851928711,5.331385135650635,5.715523719787598,5.865000247955322,5.911749839782715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,-5.338866710662842,5.865337371826172,0.27542295333816547,0.03228902071714401,0.0835803970694542,0.11752720922231674,4.052711486816406,5.292926788330078,5.665340423583984,5.818017959594727,5.865337371826172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,-5.3521552085876465,5.853549480438232,0.27133575323284825,0.03241968899965286,0.08445871621370316,0.12053282558917999,4.128667831420898,5.310083389282227,5.664557456970215,5.803918838500977,5.853549480438232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,-5.420231819152832,5.91347599029541,0.25983342024593925,0.03252637758851051,0.08533548563718796,0.12360475957393646,4.230340957641602,5.361082077026367,5.731553077697754,5.864706039428711,5.91347599029541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,-5.415137767791748,5.905641555786133,0.26244626062810317,0.03247404471039772,0.08615365624427795,0.12674054503440857,4.2370147705078125,5.360748767852783,5.717596054077148,5.854686737060547,5.905641555786133,5.896347999572754,6.1075439453125,1.2814511060714722,0.03457952126596446,96.54204787340355,1.0,1.0,0.1513671875,5.896347909932956,0.6820071510227789,5.02401819229126,5.899427175521851,6.77882947921753,1.4740869786607285,0.473577120581834,0.7924861568832591,0.03457952126596446,0.2112848162651062,0.4807121753692627,0.00048828125,4.22611141204834,69.19494071412868,5.346200942993164,87.53438355685248,5.703214645385742,93.37983805688246,5.845483779907227,95.70923815281914,5.896347999572754,96.54204787340355
3600,-5.395543575286865,5.869913578033447,0.2559236635000887,0.032690875232219696,0.08700994402170181,0.12994469702243805,4.227995872497559,5.362556457519531,5.691019058227539,5.826231002807617,5.869913578033447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,-5.443890571594238,5.904620170593262,0.24449556108552528,0.032678134739398956,0.08780611306428909,0.13321702182292938,4.311228275299072,5.411825180053711,5.731174468994141,5.860603332519531,5.904620170593262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,-5.403087139129639,5.864832878112793,0.2573168498364886,0.032712217420339584,0.08859357982873917,0.13654983043670654,4.276701927185059,5.362547874450684,5.692593097686768,5.818759441375732,5.864832878112793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,-5.486381530761719,5.9127278327941895,0.24215668051495928,0.03280918300151825,0.08946437388658524,0.13996601104736328,4.4352312088012695,5.455838203430176,5.765074253082275,5.863036155700684,5.9127278327941895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,-5.521663665771484,5.943798542022705,0.24034880417224155,0.03293035924434662,0.09031614661216736,0.1434400975704193,4.507973670959473,5.470853805541992,5.79397439956665,5.891718864440918,5.943798542022705,5.876620769500732,6.0957183837890625,1.2742056846618652,0.0359428701416059,96.40571298583941,0.9999958872795105,0.9999958872795105,0.1474609375,5.876620831433684,0.655704514307042,5.060529327392578,5.879525661468506,6.68714542388916,1.4691552070300582,0.43958600644584467,0.7823271545501188,0.0359428701416059,0.2195432186126709,0.5024272799491882,0.00146484375,4.385586261749268,71.94535550415657,5.407402992248535,88.70821537013535,5.717237949371338,93.7910446220046,5.829935073852539,95.6398361406697,5.876620769500732,96.40571298583941
4100,-5.468627452850342,5.867975234985352,0.22461971590867263,0.0329095758497715,0.09117315709590912,0.1469755321741104,4.493424892425537,5.429817199707031,5.72874116897583,5.823177337646484,5.867975234985352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,-5.465643405914307,5.878003120422363,0.2298125526707236,0.033039484173059464,0.09205145388841629,0.1505715399980545,4.453579902648926,5.432600498199463,5.731694221496582,5.832340240478516,5.878003120422363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,-5.488167762756348,5.886191368103027,0.23059786396567494,0.033175691962242126,0.09301842004060745,0.1542355865240097,4.508681297302246,5.455038547515869,5.753152847290039,5.837773323059082,5.886191368103027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,-5.4571332931518555,5.837963104248047,0.22439197302087263,0.033236242830753326,0.09393160045146942,0.1579369753599167,4.492310523986816,5.447256565093994,5.708224296569824,5.799911022186279,5.837963104248047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,-5.559163570404053,5.938176155090332,0.1950438177261384,0.03323349729180336,0.09484271705150604,0.1616915464401245,4.629467010498047,5.533722877502441,5.80718994140625,5.887261390686035,5.938176155090332,5.896379470825195,6.109610557556152,1.2573933601379395,0.034900929400031935,96.5099070599968,0.9999462366104126,0.9999462366104126,0.14013671875,5.896379139856435,0.7027601864377849,5.0102451801300045,5.873888969421387,6.812894678115844,1.4740947848102142,0.4472266224076056,0.7844727889932697,0.034900929400031935,0.2132313847541809,0.5035182237625122,0.0,4.570086479187012,74.80160046428637,5.480381965637207,89.70100326377207,5.767886638641357,94.40678066636895,5.846072673797607,95.68650274390059,5.896379470825195,96.5099070599968
4600,-5.522409915924072,5.897927284240723,0.20763871304735998,0.033238302916288376,0.09580046683549881,0.16547583043575287,4.6031317710876465,5.491605758666992,5.773985862731934,5.845398902893066,5.897927284240723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,-5.567827224731445,5.9189629554748535,0.1873666269080605,0.033323708921670914,0.09676982462406158,0.16931147873401642,4.708206653594971,5.540367126464844,5.79700231552124,5.874597549438477,5.9189629554748535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,-5.490009307861328,5.826869964599609,0.18905704427366446,0.03337261453270912,0.09772934764623642,0.17319965362548828,4.617644309997559,5.494026184082031,5.72193717956543,5.7895684242248535,5.826869964599609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,-5.560529708862305,5.90449333190918,0.18454629247274873,0.0334000289440155,0.09870648384094238,0.1771179735660553,4.7038140296936035,5.55162239074707,5.786614418029785,5.856105804443359,5.90449333190918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,-5.582265377044678,5.92681884765625,0.17824724628694252,0.03349216282367706,0.09971332550048828,0.18106909096240997,4.751166343688965,5.554609298706055,5.806891441345215,5.87183952331543,5.92681884765625,5.891907215118408,6.104763031005859,1.268082857131958,0.034867170896947935,96.51328291030521,0.999917209148407,0.999917209148407,0.13818359375,5.891907219658606,0.6811516864520594,5.021232032775879,5.883892297744751,6.784608840942383,1.4729768043423097,0.4415029967412088,0.7853060982147386,0.034867170896947935,0.21285584568977356,0.49873173236846924,0.0,4.687628746032715,76.7864161511991,5.542695045471191,90.79295981383805,5.773238182067871,94.56940675249496,5.848540306091309,95.80290465636085,5.891907215118408,96.51328291030521
