step,loss,mse_loss,train_mlp_mean_wsr,train_wmmse_mean_wsr,train_gap_to_wmmse,grad_norm,eval_mlp_mean_wsr,eval_wmmse_mean_wsr,eval_gap_to_wmmse,eval_relative_wsr_percent,eval_mean_power,eval_power_utilization,eval_power_violation_ratio,eval_mean_wsr,eval_std_wsr,eval_p10_wsr,eval_p50_wsr,eval_p90_wsr,eval_mean_user_rate,eval_mean_min_user_rate,eval_mean_jain_fairness,eval_gap_to_reference,eval_mean_abs_wsr_gap,eval_p90_abs_wsr_gap,eval_win_rate_vs_reference
0,0.02243909239768982,0.028828732669353485,0.06389639526605606,6.095241546630859,0.9895170035875979,0.07643819836943526,0.08593006432056427,6.097968101501465,0.9859084103277932,1.4091589672206755,0.050829075276851654,0.050829075276851654,0.0,0.08593006487581079,0.043873745005204114,0.037173802778124806,0.07897209376096725,0.1463588863611221,0.02148251623139097,0.005156723419163178,0.65591612035885,0.9859084103277932,6.012038230895996,6.860355854034424,0.0
100,-0.046377986669540405,0.0439985916018486,0.9037657380104065,6.046281337738037,0.8505253580627274,0.02072714939667037,,,,,,,,,,,,,,,,,,,
200,-0.04508304223418236,0.05017078295350075,0.952538251876831,6.1347808837890625,0.8447314957256454,0.026865449517517348,,,,,,,,,,,,,,,,,,,
300,-0.04893612116575241,0.05006296932697296,0.9899908900260925,6.081971645355225,0.8372253361650996,0.03091596132901223,,,,,,,,,,,,,,,,,,,
400,-0.24804234504699707,0.03576704114675522,2.8380937576293945,6.107069492340088,0.5352773107970804,0.05344011673146334,,,,,,,,,,,,,,,,,,,
500,-0.4304000437259674,0.012728368863463402,4.431283950805664,6.114450931549072,0.27527688088208835,0.0706361482292554,4.498645782470703,6.116572856903076,0.2645152951307371,73.54847048692629,0.9992365837097168,0.9992365837097168,0.15771484375,4.498646176420152,0.6704652469664854,3.6450833797454836,4.4589056968688965,5.381076622009277,1.1246615421112125,0.0670188918948611,0.6982279190538734,0.2645152951307371,1.617926836013794,2.3154125213623047,0.0
600,-0.4711954593658447,0.006510497070848942,4.777059555053711,6.110710144042969,0.21824805260798832,0.06875055024434155,,,,,,,,,,,,,,,,,,,
700,-0.47976401448249817,0.006302728317677975,4.8606672286987305,6.200992584228516,0.21614690508399295,0.07266246997114172,,,,,,,,,,,,,,,,,,,
800,-0.4723342955112457,0.006601333152502775,4.789356231689453,6.096456527709961,0.21440328329733857,0.06552317875862573,,,,,,,,,,,,,,,,,,,
900,-0.48118165135383606,0.006208948791027069,4.873906135559082,6.194293022155762,0.21316183814261236,0.06459229631362935,,,,,,,,,,,,,,,,,,,
1000,-0.47191667556762695,0.006469342391937971,4.783860206604004,6.028868198394775,0.20650774752751483,0.06181867557044977,4.8061628341674805,6.100449085235596,0.21216245443316092,78.7837545566839,0.9999950528144836,0.9999950528144836,0.16650390625,4.806163125555031,0.6422913570434732,3.993616461753845,4.788158178329468,5.647711753845215,1.201540780927644,0.7065093602323032,0.8899769544024855,0.21216245443316092,1.2942860126495361,1.7939231395721436,0.0
1100,-0.4710821807384491,0.006369904149323702,4.7745208740234375,6.0494585037231445,0.2107523555893549,0.06541592171586696,,,,,,,,,,,,,,,,,,,
1200,-0.4775397777557373,0.006176779977977276,4.837165355682373,6.1413984298706055,0.21236744189152235,0.06370166967253532,,,,,,,,,,,,,,,,,,,
1300,-0.4669705629348755,0.006498789414763451,4.73469352722168,6.006778240203857,0.21177487533466957,0.06050442635956107,,,,,,,,,,,,,,,,,,,
1400,-0.4749799370765686,0.006399194709956646,4.813791275024414,6.106163024902344,0.21165038414587672,0.06529902029496262,,,,,,,,,,,,,,,,,,,
1500,-0.4703705906867981,0.006730946712195873,4.771015167236328,6.072630882263184,0.214341319316573,0.06233779281728864,4.801021575927734,6.087876796722412,0.21137997100852865,78.86200289914713,0.9999993443489075,0.9999993443489075,0.15771484375,4.80102204834111,0.6323390610622145,4.016828775405884,4.7853124141693115,5.620077323913574,1.200255511926116,0.7112710896508361,0.8912520918276716,0.21137997100852865,1.2868547439575195,1.8135771751403809,0.0
1600,-0.482504278421402,0.005919834598898888,4.884241104125977,6.171328544616699,0.20855921560252366,0.06297913029044021,,,,,,,,,,,,,,,,,,,
1700,-0.4714343249797821,0.006494767032563686,4.779290676116943,6.0899176597595215,0.21521259512305657,0.0628728349792994,,,,,,,,,,,,,,,,,,,
1800,-0.4702132046222687,0.006302555091679096,4.765157699584961,6.0489044189453125,0.21222797228199314,0.060557305995847306,,,,,,,,,,,,,,,,,,,
1900,-0.46863600611686707,0.006157988682389259,4.7479400634765625,6.029575347900391,0.21255813394389658,0.06201808732006827,,,,,,,,,,,,,,,,,,,
2000,-0.47906142473220825,0.006071942392736673,4.8513336181640625,6.156879425048828,0.21204667441971414,0.058572791369507035,4.820272445678711,6.114158630371094,0.21162129786185338,78.83787021381465,1.0,1.0,0.1630859375,4.820272278739139,0.6285830125495966,4.033686971664428,4.809490442276001,5.651860189437866,1.205068069727531,0.7127992328423716,0.8889419953062652,0.21162129786185338,1.2938861846923828,1.8294647932052612,0.0
2100,-0.4681438207626343,0.006357751786708832,4.745015621185303,6.029471397399902,0.2130295827870578,0.05872583855251272,,,,,,,,,,,,,,,,,,,
