step,loss,mse_loss,train_mlp_mean_wsr,train_wmmse_mean_wsr,train_gap_to_wmmse,grad_norm,eval_mlp_mean_wsr,eval_wmmse_mean_wsr,eval_gap_to_wmmse,eval_relative_wsr_percent,eval_mean_power,eval_power_utilization,eval_power_violation_ratio,eval_mean_wsr,eval_std_wsr,eval_p10_wsr,eval_p50_wsr,eval_p90_wsr,eval_mean_user_rate,eval_mean_min_user_rate,eval_mean_jain_fairness,eval_gap_to_reference,eval_mean_abs_wsr_gap,eval_p90_abs_wsr_gap,eval_win_rate_vs_reference
0,0.00860685110092163,0.05659869313240051,0.4799184203147888,12.730777740478516,0.9623025057778796,0.538327771440579,0.6476497054100037,12.758454322814941,0.9492376044132664,5.076239558673362,0.03122180700302124,0.03122180700302124,0.0,0.6476496893174044,0.28727088555282987,0.3018063724040985,0.6098789274692535,1.0427459239959715,0.16191242232522995,0.04415570851620032,0.6768621211595502,0.9492376044132664,12.110804557800293,14.38766098022461,0.0
100,-0.30704012513160706,0.09770679473876953,4.047469139099121,12.448203086853027,0.6748551489030741,0.05412435066833657,,,,,,,,,,,,,,,,,,,
200,-0.310629665851593,0.10111959278583527,4.11749267578125,12.768580436706543,0.6775293309862022,0.038761928332223965,,,,,,,,,,,,,,,,,,,
300,-0.5872045755386353,0.06561782211065292,6.528223514556885,12.62155532836914,0.48277186569205405,0.07741274943574532,,,,,,,,,,,,,,,,,,,
400,-0.603258490562439,0.06356126815080643,6.6681976318359375,12.710136413574219,0.47536380296324665,0.0631026069509538,,,,,,,,,,,,,,,,,,,
500,-0.6059319376945496,0.06521749496459961,6.711493968963623,12.720001220703125,0.4723668769748254,0.06379346083872428,6.593816757202148,12.635858535766602,0.4781663043680071,52.18336956319929,0.999629020690918,0.999629020690918,0.20361328125,6.593817158718593,0.8431679138169328,5.485649824142456,6.6377270221710205,7.627090644836426,1.6484542909266358,0.03936356971393806,0.29285706946898715,0.4781663043680071,6.042041778564453,8.13442611694336,0.0
600,-0.5921634435653687,0.0641193836927414,6.562828540802002,12.687479019165039,0.48273187046153626,0.058485057719957705,,,,,,,,,,,,,,,,,,,
700,-0.5985254049301147,0.06397005915641785,6.6249542236328125,12.798619270324707,0.4823696147447994,0.06262639806434692,,,,,,,,,,,,,,,,,,,
800,-0.5928567051887512,0.06526549160480499,6.581221580505371,12.67401123046875,0.4807309650567539,0.05367562975148592,,,,,,,,,,,,,,,,,,,
900,-0.6070159673690796,0.0639079362154007,6.709238529205322,12.743453979492188,0.4735149089091247,0.05727921282824105,,,,,,,,,,,,,,,,,,,
