step,loss,train_unfolded_mean_wsr,grad_norm,eta_min,eta_mean,eta_max,train_layer_1_wsr,train_layer_2_wsr,train_layer_3_wsr,train_layer_4_wsr,train_layer_5_wsr,eval_unfolded_mean_wsr,eval_wmmse_mean_wsr,eval_rzf_mean_wsr,eval_gap_to_wmmse,eval_relative_wsr_percent,eval_mean_power,eval_power_utilization,eval_power_violation_ratio,eval_mean_wsr,eval_std_wsr,eval_p10_wsr,eval_p50_wsr,eval_p90_wsr,eval_mean_user_rate,eval_mean_min_user_rate,eval_mean_jain_fairness,eval_gap_to_reference,eval_mean_abs_wsr_gap,eval_p90_abs_wsr_gap,eval_win_rate_vs_reference,eval_layer_1_wsr,eval_layer_1_relative_percent,eval_layer_2_wsr,eval_layer_2_relative_percent,eval_layer_3_wsr,eval_layer_3_relative_percent,eval_layer_4_wsr,eval_layer_4_relative_percent,eval_layer_5_wsr,eval_layer_5_relative_percent
0,-2.721799850463867,2.806464195251465,0.09456354547182372,0.6929972171783447,0.693027138710022,0.6932972073554993,1.3885436058044434,3.61765193939209,2.47178053855896,3.324558973312378,2.806464195251465,2.8709604740142822,5.521758079528809,4.168318748474121,0.4800640606371383,51.99359393628617,1.0,1.0,0.17724609375,2.8709604348114226,0.8874328372817342,1.9178396582603454,2.7045117616653442,4.138863134384155,0.7177401095468691,0.17839366569638537,0.6769608066057577,0.4800640606371383,2.6507976055145264,4.053700923919678,0.0,1.4086964130401611,25.511737253805407,3.6097092628479004,65.3724630970419,2.542029619216919,46.0365988984769,3.2985849380493164,59.73794741711677,2.8709604740142822,51.99359393628617
100,-2.729260206222534,2.882897138595581,0.08784104644302171,0.6780499219894409,0.6807646155357361,0.6911691427230835,1.4290904998779297,3.542642116546631,2.5553698539733887,3.2363014221191406,2.882897138595581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,-2.74703311920166,2.8651323318481445,0.09547316404430567,0.6632493734359741,0.668645977973938,0.6888501644134521,1.462144136428833,3.5558323860168457,2.567474603652954,3.2845826148986816,2.8651323318481445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,-2.7499241828918457,2.876157283782959,0.09120300123661514,0.6486135125160217,0.6566087007522583,0.6877156496047974,1.4244385957717896,3.5861847400665283,2.541080951690674,3.321758270263672,2.876157283782959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,-2.749997854232788,2.803755521774292,0.08716277369635127,0.6338661313056946,0.6445695161819458,0.6854806542396545,1.3931630849838257,3.692081928253174,2.473724842071533,3.387263774871826,2.803755521774292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,-2.7823739051818848,2.856337785720825,0.09452246770968994,0.6191712617874146,0.6322378516197205,0.6790006756782532,1.4194012880325317,3.6691970825195312,2.528102397918701,3.438831090927124,2.856337785720825,2.864419460296631,5.504731178283691,4.146747589111328,0.4796440793336393,52.03559206663607,1.0,1.0,0.18701171875,2.864419489284046,0.8986072723225242,1.9115652441978455,2.673501133918762,4.196312046051025,0.7161048727386058,0.16201082564893943,0.6638923469712246,0.4796440793336393,2.6403117179870605,4.065611362457275,0.0,1.4100606441497803,25.61543149849908,3.6599440574645996,66.48724413470316,2.498603105545044,45.39010216161142,3.392669677734375,61.63188660544489,2.864419460296631,52.03559206663607
600,-2.8178000450134277,2.92439341545105,0.10154375490184009,0.6045995950698853,0.6203166246414185,0.6757622361183167,1.4276366233825684,3.69735050201416,2.5960938930511475,3.4435248374938965,2.92439341545105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,-2.7847137451171875,2.9356651306152344,0.09092060314750147,0.5903841257095337,0.6086342930793762,0.6704130172729492,1.4692761898040771,3.565843105316162,2.6017673015594482,3.3510169982910156,2.9356651306152344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,-2.800693988800049,2.9617788791656494,0.09297170534164911,0.5760492086410522,0.5968888401985168,0.6643583178520203,1.4673237800598145,3.6326160430908203,2.581449270248413,3.360301971435547,2.9617788791656494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,-2.8099396228790283,2.956296443939209,0.09770976984215912,0.5615379810333252,0.5855051279067993,0.6595432758331299,1.3476206064224243,3.7397642135620117,2.546499252319336,3.459517478942871,2.956296443939209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
