step,loss,train_unfolded_mean_wsr,grad_norm,eta_min,eta_mean,eta_max,train_layer_1_wsr,train_layer_2_wsr,train_layer_3_wsr,train_layer_4_wsr,train_layer_5_wsr,eval_unfolded_mean_wsr,eval_wmmse_mean_wsr,eval_rzf_mean_wsr,eval_gap_to_wmmse,eval_relative_wsr_percent,eval_mean_power,eval_power_utilization,eval_power_violation_ratio,eval_mean_wsr,eval_std_wsr,eval_p10_wsr,eval_p50_wsr,eval_p90_wsr,eval_mean_user_rate,eval_mean_min_user_rate,eval_mean_jain_fairness,eval_gap_to_reference,eval_mean_abs_wsr_gap,eval_p90_abs_wsr_gap,eval_win_rate_vs_reference,eval_layer_1_wsr,eval_layer_1_relative_percent,eval_layer_2_wsr,eval_layer_2_relative_percent,eval_layer_3_wsr,eval_layer_3_relative_percent,eval_layer_4_wsr,eval_layer_4_relative_percent,eval_layer_5_wsr,eval_layer_5_relative_percent
0,-5.440113544464111,5.683353900909424,0.3408339533221164,0.04877588525414467,0.04877970367670059,0.048804447054862976,4.910813331604004,5.390560626983643,5.689218521118164,5.526620864868164,5.683353900909424,5.659100532531738,12.775542259216309,2.2742319107055664,0.557036373274156,44.296362672584394,0.9603369235992432,0.9603369235992432,0.20703125,5.659100958931958,1.672061310673619,3.6295214891433716,5.6443116664886475,7.748861503601074,1.4147752397017732,0.02712983230627601,0.3524886015934854,0.557036373274156,7.117609977722168,10.116181373596191,0.00146484375,4.929896354675293,38.58854876487809,5.314064025878906,41.59560446090127,5.6692609786987305,44.37589312194487,5.515447616577148,43.17192573644606,5.659100532531738,44.296362672584394
100,-5.473897457122803,5.872641563415527,0.48199855130915753,0.04735887423157692,0.04817128926515579,0.04968833178281784,4.993368148803711,5.261752605438232,5.779043197631836,5.462680816650391,5.872641563415527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,-5.491595268249512,5.780645370483398,0.4409810271431203,0.04598839208483696,0.047563586384058,0.050552207976579666,4.93181037902832,5.447563171386719,5.589526176452637,5.708429336547852,5.780645370483398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,-5.490909099578857,5.84102725982666,0.5213946433142973,0.04466715455055237,0.04702949523925781,0.051519766449928284,4.95796012878418,5.361795425415039,5.714860916137695,5.578900337219238,5.84102725982666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,-5.5475172996521,5.932713508605957,0.301287806619712,0.04334516078233719,0.0464814193546772,0.05250076949596405,4.898419380187988,5.349983215332031,5.994209289550781,5.562261581420898,5.932713508605957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,-5.5323920249938965,5.858428001403809,0.9250535962325981,0.04199161008000374,0.04602120816707611,0.053595710545778275,5.038414478302002,5.348153114318848,5.853477954864502,5.563486576080322,5.858428001403809,5.839462757110596,12.653182029724121,2.2916674613952637,0.5384984786125049,46.15015213874951,0.9655324816703796,0.9655324816703796,0.1904296875,5.839462990872562,1.6397615804108596,3.76732861995697,5.819115877151489,7.871473932266236,1.4598657484969193,0.023976329801739485,0.3490080096847507,0.5384984786125049,6.8141326904296875,9.812651634216309,0.00048828125,4.989764213562012,39.43485679602449,5.457023620605469,43.1276781428272,5.799973011016846,45.83805873804617,5.619733810424805,44.41360123661583,5.839462757110596,46.15015213874951
600,-5.625019073486328,5.927245140075684,0.3708466359584962,0.040795985609292984,0.04550296440720558,0.05470825731754303,4.985875606536865,5.601208686828613,5.788661956787109,5.822104454040527,5.927245140075684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,-5.623195648193359,5.777241230010986,0.4795328965940325,0.03955833613872528,0.04502485692501068,0.0557856522500515,4.960463523864746,5.595926284790039,5.919398307800293,5.862949371337891,5.777241230010986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,-5.635343074798584,5.993257522583008,0.2858526531303873,0.038350339978933334,0.04460819065570831,0.056951235979795456,5.090233325958252,5.55862283706665,5.895571708679199,5.639028549194336,5.993257522583008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,-5.648812770843506,5.960760593414307,0.5814166824729378,0.037129227072000504,0.04415552690625191,0.05816583335399628,5.174715995788574,5.515808582305908,5.739048004150391,5.853728294372559,5.960760593414307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
