step,loss,train_unfolded_mean_wsr,grad_norm,eta_min,eta_mean,eta_max,train_layer_1_wsr,train_layer_2_wsr,train_layer_3_wsr,train_layer_4_wsr,train_layer_5_wsr,eval_unfolded_mean_wsr,eval_wmmse_mean_wsr,eval_rzf_mean_wsr,eval_gap_to_wmmse,eval_relative_wsr_percent,eval_mean_power,eval_power_utilization,eval_power_violation_ratio,eval_mean_wsr,eval_std_wsr,eval_p10_wsr,eval_p50_wsr,eval_p90_wsr,eval_mean_user_rate,eval_mean_min_user_rate,eval_mean_jain_fairness,eval_gap_to_reference,eval_mean_abs_wsr_gap,eval_p90_abs_wsr_gap,eval_win_rate_vs_reference,eval_layer_1_wsr,eval_layer_1_relative_percent,eval_layer_2_wsr,eval_layer_2_relative_percent,eval_layer_3_wsr,eval_layer_3_relative_percent,eval_layer_4_wsr,eval_layer_4_relative_percent,eval_layer_5_wsr,eval_layer_5_relative_percent
1000,-4.078132152557373,4.888223171234131,0.3150383969966247,0.03984244540333748,0.05966806411743164,0.06799490004777908,2.5781521797180176,3.799154281616211,4.405498504638672,4.719633102416992,4.888223171234131,4.962080955505371,5.463010787963867,1.5367872714996338,0.09169482761449917,90.83051723855009,0.9986196160316467,0.9986196160316467,0.15185546875,4.962080737459473,0.8341610410837856,3.9140549421310427,4.949810266494751,6.074187755584717,1.2405201847980771,0.110850366062967,0.6102158820734142,0.09169482761449917,0.507211446762085,1.1743628978729248,0.009765625,2.6465911865234375,48.445651843749246,3.9031500816345215,71.44686754479712,4.492722511291504,82.23894635518371,4.80233907699585,87.90645421342361,4.962080955505371,90.83051723855009
1100,-4.212671279907227,4.953861236572266,0.3013128067170129,0.03849926218390465,0.0607990026473999,0.07001566886901855,2.7890212535858154,3.983306884765625,4.528792381286621,4.808373928070068,4.953861236572266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,-4.21742582321167,5.022564888000488,0.3136762416815936,0.03656744211912155,0.06187776103615761,0.0719345360994339,2.699103355407715,3.9655864238739014,4.538702011108398,4.861169815063477,5.022564888000488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,-4.194742202758789,4.933785915374756,0.2967945165457609,0.034835319966077805,0.06304045021533966,0.07385358214378357,2.7894515991210938,3.9726603031158447,4.495853424072266,4.781960487365723,4.933785915374756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,-4.23956823348999,4.9911651611328125,0.29294649675413065,0.033183503895998,0.0642053559422493,0.07567684352397919,2.8039729595184326,4.020281791687012,4.544270038604736,4.838150978088379,4.9911651611328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,-4.279479503631592,4.9894022941589355,0.2839448883015687,0.03180783614516258,0.06543003767728806,0.07744882255792618,2.897305965423584,4.087223529815674,4.576688289642334,4.846776962280273,4.9894022941589355,5.00781774520874,5.449322700500488,1.5278602838516235,0.08102015233034345,91.89798476696565,0.9982410669326782,0.9982410669326782,0.15625,5.007817957550287,0.8437139542177389,3.8601898670196535,5.009783029556274,6.078898572921752,1.2519544894433032,0.10923180669150731,0.6090321137324615,0.08102015233034345,0.4484924077987671,1.107452392578125,0.01318359375,2.8129026889801025,51.619308372428634,4.046634674072266,74.25940610381922,4.565589904785156,83.78270393797442,4.860858917236328,89.20115736199449,5.00781774520874,91.89798476696565
1600,-4.310822010040283,5.027009963989258,0.29066956188698695,0.03070048987865448,0.06667093932628632,0.07899674773216248,2.901200771331787,4.122756481170654,4.613066673278809,4.890074729919434,5.027009963989258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,-4.272367477416992,5.015409469604492,0.29197146747267233,0.029847050085663795,0.06792803108692169,0.08021067082881927,2.863445520401001,4.058162212371826,4.563152313232422,4.861666679382324,5.015409469604492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,-4.3481574058532715,5.009934902191162,0.2765516467578008,0.02924485318362713,0.06916975975036621,0.08163660764694214,3.021606683731079,4.189413070678711,4.629889488220215,4.889942169189453,5.009934902191162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,-4.324653148651123,4.992621421813965,0.28335393639060524,0.02885439433157444,0.07041791081428528,0.08393333852291107,2.9917478561401367,4.169321060180664,4.601861000061035,4.867711544036865,4.992621421813965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,-4.382391929626465,5.075307846069336,0.2718565742782082,0.028640225529670715,0.07166434824466705,0.08626721054315567,3.022641181945801,4.188151836395264,4.671219825744629,4.954636573791504,5.075307846069336,5.035006046295166,5.468554496765137,1.5443642139434814,0.0792802651461975,92.07197348538025,0.9975070953369141,0.9975070953369141,0.15869140625,5.035005903337151,0.8340475509299028,3.9697448492050174,5.034063816070557,6.085950136184692,1.2587514755065028,0.10560171132345152,0.6038651132343029,0.0792802651461975,0.43774038553237915,1.064810037612915,0.01025390625,3.038315773010254,55.55976034997066,4.1893768310546875,76.60848645712258,4.643594264984131,84.91447360963483,4.920437335968018,89.97692788612873,5.035006046295166,92.07197348538025
2100,-4.362497806549072,4.981476783752441,0.2514538364408632,0.028546398505568504,0.07287576049566269,0.08865898102521896,3.110475778579712,4.206829071044922,4.633085250854492,4.880621433258057,4.981476783752441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,-4.346875190734863,4.980996131896973,0.26465609493649705,0.02836713194847107,0.07404335588216782,0.09109096974134445,3.0818402767181396,4.180206298828125,4.614282608032227,4.87705135345459,4.980996131896973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,-4.42924165725708,5.044462203979492,0.2486293966293923,0.028237104415893555,0.07515142112970352,0.09360276907682419,3.216926097869873,4.253515720367432,4.693556308746338,4.937748908996582,5.044462203979492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,-4.397824764251709,5.0070648193359375,0.24994464350806306,0.02819169871509075,0.07623711973428726,0.09613572061061859,3.1741650104522705,4.2494707107543945,4.647673606872559,4.910748481750488,5.0070648193359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,-4.437886714935303,5.03373384475708,0.23623743760552035,0.028212815523147583,0.07735158503055573,0.09876254200935364,3.2337894439697266,4.281469821929932,4.700811386108398,4.939631462097168,5.03373384475708,5.055687427520752,5.463805675506592,1.561158537864685,0.07469486878264572,92.53051312173542,0.9973363876342773,0.9973363876342773,0.14892578125,5.055687545449473,0.8349499425039355,3.939382839202881,5.080637216567993,6.121195697784424,1.2639218874694866,0.0988469835005341,0.6068055795910956,0.07469486878264572,0.4105302691459656,1.0221264362335205,0.0068359375,3.251842498779297,59.51607161573867,4.282052040100098,78.37123599208303,4.710738658905029,86.2171705707352,4.962484836578369,90.82469493423663,5.055687427520752,92.53051312173542
2600,-4.4163336753845215,5.014717102050781,0.24833065980527125,0.02820860967040062,0.07842759042978287,0.10142558813095093,3.2042481899261475,4.272918701171875,4.672850131988525,4.916933536529541,5.014717102050781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,-4.477789402008057,5.074723243713379,0.23847677463581418,0.02821706049144268,0.07946309447288513,0.1041521355509758,3.280332088470459,4.302048683166504,4.74379825592041,4.988044738769531,5.074723243713379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,-4.4962310791015625,5.086819648742676,0.22915008694465847,0.028252867981791496,0.08049523830413818,0.10694281756877899,3.3014087677001953,4.346076965332031,4.757533550262451,4.989315032958984,5.086819648742676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,-4.476909160614014,5.077105522155762,0.2460568869698814,0.028420664370059967,0.08152201771736145,0.10977397114038467,3.2903237342834473,4.290761947631836,4.7472405433654785,4.979111671447754,5.077105522155762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,-4.459251403808594,5.009145736694336,0.20886370481716288,0.028469333425164223,0.08248820900917053,0.1126713827252388,3.3594706058502197,4.299522399902344,4.705223083496094,4.9228949546813965,5.009145736694336,5.043269157409668,5.440227508544922,1.5269677639007568,0.0729672335415669,92.70327664584332,0.9978446960449219,0.9978446960449219,0.14501953125,5.043268980458379,0.8130245948451039,3.9843127012252806,5.0670435428619385,6.056213235855102,1.2608172460829685,0.09027092970419451,0.6068536834790794,0.0729672335415669,0.40132957696914673,0.9394004344940186,0.0087890625,3.3558707237243652,61.6862202629086,4.337094306945801,79.72266417412804,4.744524002075195,87.2118674195704,4.955273628234863,91.08577941734339,5.043269157409668,92.70327664584332
3100,-4.508495807647705,5.059614658355713,0.23135939343276485,0.028480537235736847,0.08343283087015152,0.11564873903989792,3.4121851921081543,4.341320037841797,4.75126314163208,4.978096961975098,5.059614658355713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,-4.500943660736084,5.0459184646606445,0.22790882861772047,0.028580190613865852,0.08442182838916779,0.11869128048419952,3.4001381397247314,4.334687232971191,4.769759178161621,4.954216003417969,5.0459184646606445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,-4.583500862121582,5.104552268981934,0.21279847486776737,0.028738409280776978,0.0854022353887558,0.12179362028837204,3.5209686756134033,4.4290876388549805,4.845942497253418,5.016953945159912,5.104552268981934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,-4.548043727874756,5.070223808288574,0.21092249675658808,0.028839165344834328,0.08634007722139359,0.12496718764305115,3.473459243774414,4.405386447906494,4.808887481689453,4.982261657714844,5.070223808288574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,-4.614831447601318,5.081117630004883,0.194659419139443,0.02885303646326065,0.08725886046886444,0.12817861139774323,3.6208178997039795,4.503693580627441,4.864706039428711,5.003821849822998,5.081117630004883,5.048209190368652,5.4323601722717285,1.5673366785049438,0.07071530048097496,92.9284699519025,0.9973748922348022,0.9973748922348022,0.142578125,5.048209012369625,0.8008791738633709,4.038250064849853,5.01869535446167,6.106732034683227,1.262052253283117,0.0979692107504377,0.6052853587828986,0.07071530048097496,0.38593789935112,0.9210258722305298,0.00537109375,3.537147045135498,65.11252812709431,4.397021770477295,80.94127839536326,4.813035011291504,88.59933543910745,4.967084884643555,91.43511709692837,5.048209190368652,92.9284699519025
3600,-4.562905788421631,5.048571586608887,0.1842223828890166,0.028837276622653008,0.0881439596414566,0.13145650923252106,3.54561448097229,4.418490886688232,4.830387592315674,4.97146463394165,5.048571586608887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,-4.584820747375488,5.08050537109375,0.19667539014165403,0.02893853932619095,0.0890033170580864,0.1347959041595459,3.5705783367156982,4.424375057220459,4.856084823608398,4.992558479309082,5.08050537109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,-4.561578273773193,5.040377616882324,0.19123447261682827,0.028817329555749893,0.08981964737176895,0.13821133971214294,3.5634284019470215,4.425345420837402,4.827303409576416,4.951437950134277,5.040377616882324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,-4.5851969718933105,5.034368515014648,0.16467470658645214,0.028812246397137642,0.09067298471927643,0.14166299998760223,3.6312286853790283,4.464754581451416,4.839061737060547,4.956571578979492,5.034368515014648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,-4.649366855621338,5.1234235763549805,0.1791752687503571,0.02879270911216736,0.09152425080537796,0.1451835185289383,3.6924455165863037,4.495286464691162,4.897006988525391,5.038671493530273,5.1234235763549805,5.058174133300781,5.434706687927246,1.564631700515747,0.06928295789410327,93.07170421058967,0.9976952075958252,0.9976952075958252,0.14404296875,5.058174584934022,0.8134745401989155,4.004702472686768,5.037876605987549,6.091935777664185,1.2645436462362025,0.08801586486670404,0.6006731790198033,0.06928295789410327,0.3784192204475403,0.9107158184051514,0.0087890625,3.662564277648926,67.39212413772046,4.474325180053711,82.32873339775735,4.850005149841309,89.24134140698331,4.978572845458984,91.60702005351042,5.058174133300781,93.07170421058967
4100,-4.627838134765625,5.072967052459717,0.1723717641499062,0.02891862578690052,0.0923943743109703,0.14874912798404694,3.723585844039917,4.481096267700195,4.864805221557617,4.996736526489258,5.072967052459717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,-4.599633693695068,5.051319122314453,0.15443516220158915,0.028886139392852783,0.09333077818155289,0.15237592160701752,3.660311698913574,4.469776153564453,4.838680267333984,4.978080749511719,5.051319122314453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,-4.636661529541016,5.064818382263184,0.1527577789600027,0.028900746256113052,0.09423013031482697,0.1560312956571579,3.7120659351348877,4.528754234313965,4.876371383666992,5.001297950744629,5.064818382263184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,-4.595618724822998,5.033588409423828,0.1565914119552768,0.02885201945900917,0.0951630175113678,0.1597525179386139,3.671846866607666,4.486116886138916,4.818365097045898,4.968175888061523,5.033588409423828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,-4.733607292175293,5.157981872558594,0.13302466331988483,0.028838081285357475,0.09604927897453308,0.16347043216228485,3.8370156288146973,4.638957977294922,4.948383331298828,5.085697650909424,5.157981872558594,5.069578170776367,5.456279277801514,1.5692150592803955,0.07087267482777368,92.91273251722264,0.9984185695648193,0.9984185695648193,0.16748046875,5.069578478229232,0.8189028295501523,4.004258346557617,5.0460498332977295,6.139436149597167,1.2673946202331656,0.08518416003731454,0.602749557953322,0.07087267482777368,0.3898624777793884,0.9617612957954407,0.00537109375,3.791884660720825,69.49579498519878,4.555168151855469,83.48487897948787,4.877560615539551,89.39352931188037,4.9920973777771,91.49270269370365,5.069578170776367,92.91273251722264
4600,-4.692408561706543,5.1080002784729,0.1682301527669565,0.028895970433950424,0.09693802893161774,0.1672188937664032,3.81784725189209,4.581292629241943,4.911009788513184,5.043893814086914,5.1080002784729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,-4.693703651428223,5.107626914978027,0.14725135916259113,0.0289085041731596,0.0978391021490097,0.17100024223327637,3.8386898040771484,4.583513259887695,4.904361248016357,5.034323692321777,5.107626914978027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,-4.656214237213135,5.055693626403809,0.1250574605718554,0.028927607461810112,0.0987096056342125,0.17482468485832214,3.8326873779296875,4.554358005523682,4.857230186462402,4.981100082397461,5.055693626403809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,-4.708057403564453,5.116421699523926,0.1296259268550053,0.028942938894033432,0.09957298636436462,0.17871960997581482,3.8492298126220703,4.6183295249938965,4.915233612060547,5.041072368621826,5.116421699523926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,-4.676059246063232,5.06050968170166,0.12016414096800695,0.02901645563542843,0.10049079358577728,0.18264815211296082,3.8735227584838867,4.588405609130859,4.8697967529296875,4.988058567047119,5.06050968170166,5.063346862792969,5.448322296142578,1.5498100519180298,0.07065944568333864,92.93405543166614,0.9975044131278992,0.9975044131278992,0.1494140625,5.063346793293022,0.8183489493466068,3.9968044042587283,5.062434911727905,6.123774623870849,1.265836698090932,0.08542043046155785,0.6004695026878497,0.07065944568333864,0.3859896957874298,0.9165315628051758,0.0029296875,3.840669631958008,70.4927025825401,4.586923599243164,84.18965233555868,4.871401309967041,89.41103417130815,4.989447593688965,91.5776880017084,5.063346862792969,92.93405543166614
